Gene names,id,Majority protein IDs,Sequence length,Protein names,Reverse,Potential contaminant,Fasta headers,Razor + unique peptides,Unique + razor sequence coverage [%],Only identified by site,R2M_GFPA_C_A_01,R2M_GFPA_C_A_02,R2M_GFPA_C_A_03,R2M_GFPA_C_T_01,R2M_GFPA_C_T_02,R2M_GFPA_C_T_03,R2M_GFPA_F_A_01,R2M_GFPA_F_A_02,R2M_GFPA_F_A_03,R2M_GFPA_F_T_01,R2M_GFPA_F_T_02,R2M_GFPA_F_T_03,R2M_R11A_F_A_01,R2M_R11A_F_A_02,R2M_R11A_F_A_03,R2M_R11A_F_T_01,R2M_R11A_F_T_02,R2M_R11A_F_T_03,R2A_R11G_C_A_01,R2A_R11G_C_A_02,R2A_R11G_C_A_03,R2A_R11G_C_T_01,R2A_R11G_C_T_02,R2A_R11G_C_T_03,R2A_R11G_F_A_01,R2A_R11G_F_A_02,R2A_R11G_F_A_03,R2A_R11G_F_T_01,R2A_R11G_F_T_02,R2A_R11G_F_T_03,cl_name
ACO2,802,A2A274,805,"Aconitate hydratase, mitochondrial",,,"tr|A2A274|A2A274_HUMAN Isoform of Q99798, Aconitate hydratase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ACO2 PE=1 SV=1;sp|Q99798|ACON_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ACO2 PE=1 SV=2",44,55.8,,8.74300911157877,8.74029677625262,8.739198475882047,8.563041335289096,8.633104145443433,8.630149820745467,8.67267148958471,8.7387526956879,8.643524160441268,8.629321665687899,8.580470416348343,8.68004075503707,8.769760555791965,8.74907638017867,8.719097144714233,8.580567822322877,8.541992421550423,8.494677709630613,8.635163212749294,8.636917857125598,8.650000002290737,8.587713069749228,8.574281984244847,8.558641744895388,8.722195333984992,8.800557251668765,8.789344300204649,8.52790278760066,8.535127208769756,8.615004493683676,RE_Profile
ACOT1,5816,Q86TX2,421,Acyl-coenzyme A thioesterase 1,,,"sp|Q86TX2|ACOT1_HUMAN Acyl-coenzyme A thioesterase 1 OS=Homo sapiens (Human) OX=9606 GN=ACOT1 PE=1 SV=1;tr|G3V4F2|G3V4F2_HUMAN Isoform of Q86TX2, Acyl-coenzyme A thioesterase 1 OS=Homo sapiens (Human) OX=9606 GN=ACOT1 PE=1 SV=1;tr|A0A087X0W7|A0A087X0W7_HUM",19,52.3,,7.874835483870983,7.927148941627857,7.8727783529081705,7.324866576611171,7.651484436343345,7.70269818220543,7.967018854601688,7.926418585362884,7.916423738175765,7.659869683942655,7.541183859090556,7.598037395226265,7.893530788551617,7.957790898209495,7.876737106492518,7.448343596346468,7.381242351954461,7.473613597385229,7.756981171309208,7.638320274575774,7.705635688493867,7.440589656176973,7.484216754308325,7.455953832722266,7.667673979736577,7.735793346982453,7.702844473683153,7.459614382236612,7.5358996967802785,7.452824876071003,RAB11_unique
ACOT13,7656,Q9NPJ3,140,Acyl-coenzyme A thioesterase 13,,,"sp|Q9NPJ3|ACO13_HUMAN Acyl-coenzyme A thioesterase 13 OS=Homo sapiens (Human) OX=9606 GN=ACOT13 PE=1 SV=1;sp|Q9NPJ3-2|ACO13-2_HUMAN Isoform of Q9NPJ3, Isoform 2 of Acyl-coenzyme A thioesterase 13 OS=Homo sapiens (Human) OX=9606 GN=ACOT13 PE=1 SV=1",6,44.3,,8.013729652656602,8.057120455799353,8.028325084321155,7.807929618729128,7.7751111387448,7.764211189946509,8.047456388182876,7.942483145187107,8.004275563520265,7.859900501546481,7.943835489475004,7.8645352858795015,7.984387579798134,7.928301015932906,7.881846030337666,7.759810536707614,7.771991430130591,7.674202627422444,8.10505613167296,8.196566623975748,8.12648651573235,7.767612257413716,7.769576233113333,7.742435509540084,8.179128575618224,8.125751805584846,8.097390604710604,7.738055634145079,7.723193387739898,7.704179107278242,Receptor_profile
ACOT7,2224,O00154-4,338,Cytosolic acyl coenzyme A thioester hydrolase,,,"sp|O00154-4|BACH-4_HUMAN Isoform of O00154, Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens (Human) OX=9606 GN=ACOT7 PE=1 SV=3;sp|O00154-6|BACH-6_HUMAN Isoform of O00154, Isoform 6 of Cytosolic acyl coenzyme A thioester hydrolase",20,59.2,,8.681499011973921,8.750624903264105,8.753020072751978,7.98549984432131,8.082784897602359,8.056306121892472,8.56090383395854,8.762615628263289,8.752349403357387,8.137612610991326,8.019653671048735,8.159080087831262,8.408886005940168,8.349981773139127,8.301296480504508,8.083181360633189,7.9726957750874154,8.033097779303953,8.560839796413957,8.665405076185989,8.698642808546952,8.165972575504288,8.214449617559666,8.219761556861732,8.604813205631947,8.616659165327421,8.637897516988717,8.227626007552516,8.234591461537063,8.20460904924092,Receptor_profile
ACOT9,8408,Q9Y305-2,406,"Acyl-coenzyme A thioesterase 9, mitochondrial",,,"sp|Q9Y305-2|ACOT9-2_HUMAN Isoform of Q9Y305, Isoform 2 of Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ACOT9 PE=1 SV=2;sp|Q9Y305|ACOT9_HUMAN Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens (Human) OX=9606 G",18,47.5,,8.383293344576506,8.372983908228505,8.343304709334037,7.902246129188511,7.794859597295747,7.820819677271464,8.48396060178479,8.364944671754735,8.350795930180833,7.779275444212043,7.6276040630250685,7.788528762788385,8.0866556821603,8.125145776648628,8.136552818471591,7.801787827098547,7.731638173883356,7.722364510175235,7.874010573221064,7.814003628796752,7.835883419099675,7.7328758604135945,7.710600429997676,7.789861305995456,7.869774155840309,7.9849458007559795,7.92537330993068,7.722290308629413,7.7103566065602465,7.714799701080988,RE_Profile
ACOX3,2410,O15254,700,Peroxisomal acyl-coenzyme A oxidase 3,,,"sp|O15254|ACOX3_HUMAN Peroxisomal acyl-coenzyme A oxidase 3 OS=Homo sapiens (Human) OX=9606 GN=ACOX3 PE=1 SV=2;sp|O15254-2|ACOX3-2_HUMAN Isoform of O15254, Isoform 2 of Peroxisomal acyl-coenzyme A oxidase 3 OS=Homo sapiens (Human) OX=9606 GN=ACOX3 PE=1 SV=",8,16.6,,8.233398174612438,8.248704461033642,8.184783030834339,8.020383352095315,8.055946815067669,8.087787505723384,8.197575862098066,7.962386569225372,8.160322813275513,8.000840331801864,7.990737496443305,8.09172103751548,8.167672206603033,8.092495478548082,8.02762545960302,8.066750102598442,7.9996948129478875,8.004854050075112,8.41016166342373,8.353048314044695,8.32603306106638,8.180731960293777,8.078489630681048,8.041833488358293,8.285072810090638,8.28520532845828,8.304937243207686,8.06833159372378,8.063118688360833,8.096635731238047,Receptor_profile
ACP1,3503,P24666,158,Low molecular weight phosphotyrosine protein phosphatase,,,"sp|P24666|PPAC_HUMAN Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens (Human) OX=9606 GN=ACP1 PE=1 SV=3;sp|P24666-3|PPAC-3_HUMAN Isoform of P24666, Isoform 3 of Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapien",11,69,,8.720817104719936,8.63795953334746,8.820410108424161,8.374644537277693,8.358051385217317,8.209742241380697,8.690182114148334,8.692593841839907,8.73935512564956,8.296964857375473,8.307568150230079,8.298942941680178,8.889554488515754,8.901016178037626,8.773819820406137,8.252151011877602,8.312004548188883,8.323514730266533,8.39903389556623,8.45545102009167,8.445603474808982,8.356753634955975,8.34864460130698,8.34105520006591,8.567311043115179,8.54829911847445,8.46208203163886,8.392424042336343,8.381050579325631,8.395817081594828,RE_Profile
ACSL1,1340,E7EPM6,664,Long-chain-fatty-acid--CoA ligase 1,,,"tr|E7EPM6|E7EPM6_HUMAN Isoform of P33121, Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens (Human) OX=9606 GN=ACSL1 PE=1 SV=1;sp|P33121-3|ACSL1-3_HUMAN Isoform of P33121, Isoform 3 of Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens (Human) OX=9606 G",25,39.6,,7.748883588372868,7.764964824715403,7.729595799922831,7.734197260423172,7.737959738570889,7.7480185449101215,7.720497421975429,7.6132886203439964,7.716152171068132,7.791368605428393,7.737186123905199,7.789618072000441,7.769511178260605,7.769886627223763,7.756961980557475,7.647197907905323,7.682830939716725,7.707300579334724,7.7281887656065225,7.704458993555224,7.667834431441309,7.737734500652586,7.735285474538557,7.754616046879387,7.771018442668294,7.861338820384339,7.86693376273977,7.751067706598195,7.726281286067232,7.720347761851367,FGFR2_F_unique
ACSL3,2899,O95573,720,Long-chain-fatty-acid--CoA ligase 3,,,sp|O95573|ACSL3_HUMAN Long-chain-fatty-acid--CoA ligase 3 OS=Homo sapiens (Human) OX=9606 GN=ACSL3 PE=1 SV=3,32,54.9,,8.625527388017831,8.63066630506905,8.652684627341737,8.498844659541454,8.48249199011727,8.456674254718994,8.651273007057489,8.604048376694546,8.590728905215222,8.500425651860166,8.474743633691192,8.52070766157801,8.5958589315176,8.595316499177114,8.610726668839984,8.449934889004254,8.396057565850152,8.483236269362365,8.425529568779325,8.436469001938882,8.386277140264172,8.358428352152803,8.357724860492205,8.360294403753763,8.520509595299217,8.57559069073251,8.561449124517202,8.409665648973558,8.336779394284235,8.445027530996196,RE_Profile
ACSL4,2582,O60488-2,670,Long-chain-fatty-acid--CoA ligase 4,,,"sp|O60488-2|ACSL4-2_HUMAN Isoform of O60488, Isoform Short of Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens (Human) OX=9606 GN=ACSL4 PE=1 SV=2;sp|O60488|ACSL4_HUMAN Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens (Human) OX=9606 GN=ACSL4 PE=1 SV=",36,55.8,,8.481965657269726,8.505205355859033,8.468503579624196,8.305616247471654,8.348027285436759,8.314224325555914,8.486277802941435,8.418780205716656,8.380574201071855,8.341434216944863,8.355292197902791,8.373255093706938,8.375873480117093,8.355873572394154,8.357225584619652,8.3641353474653,8.372076741598196,8.449330182391508,8.173475973265413,8.247628103139615,8.237156199473167,8.374176790512534,8.371348805712381,8.364304369691652,8.428131215551597,8.48363958276393,8.468986932010768,8.4431273483348,8.412347643622391,8.49119556467921,RE_Profile
ACSS2,7694,Q9NR19,701,"Acetyl-coenzyme A synthetase, cytoplasmic",,,"sp|Q9NR19|ACSA_HUMAN Acetyl-coenzyme A synthetase, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=ACSS2 PE=1 SV=1;sp|Q9NR19-2|ACSA-2_HUMAN Isoform of Q9NR19, Isoform 2 of Acetyl-coenzyme A synthetase, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=ACSS2 PE",16,21.5,,6.978379323249027,6.9571470339742385,6.96593022543568,7.20984400714033,7.308182706960948,7.318882775220183,6.948371473643694,6.743003784643623,6.881098337403605,7.321163912011008,7.30715599790395,7.348837405543631,6.943820281585767,7.107552971627043,6.962826657964539,7.352006949131395,7.307393948392756,7.291118865874638,6.907854779175894,6.9051293271724745,6.912046349812968,7.253600839807465,7.283536027426036,7.302979331091563,7.231899814437145,7.312399657213462,7.302034688717219,7.464116233029633,7.4652764600167005,7.49705517184399,FGFR2_F_unique
ACTB,4192,P60709,375,"Actin, cytoplasmic 1",,,"sp|P60709|ACTB_HUMAN Actin, cytoplasmic 1 OS=Homo sapiens (Human) OX=9606 GN=ACTB PE=1 SV=1",43,91.7,,10.211262494472015,10.213283933850436,10.21031019436258,10.518649223178762,10.432853624834513,10.433061291160456,10.249860854884291,10.19652899954301,10.246674576886619,10.43214003527287,10.4313383031607,10.432702828340801,10.184716351914048,10.085020553066869,10.082995144886732,10.430739682364305,10.518649223178762,10.431735574688096,10.518649223178762,10.518649223178762,10.518649223178762,10.432410894304557,10.432434343597615,10.518649223178762,10.518649223178762,10.518649223178762,10.518649223178762,10.518649223178762,10.518649223178762,10.432795707427942,Receptor_profile
ACTC1,4336,P68032,377,"Actin, alpha cardiac muscle 1",,,"sp|P68032|ACTC_HUMAN Actin, alpha cardiac muscle 1 OS=Homo sapiens (Human) OX=9606 GN=ACTC1 PE=1 SV=1;sp|P68133|ACTS_HUMAN Actin, alpha skeletal muscle OS=Homo sapiens (Human) OX=9606 GN=ACTA1 PE=1 SV=1;tr|A6NL76|A6NL76_HUMAN Isoform of P68133, Actin, alph",12,44,,9.158701790483175,9.191292111992327,9.107409292529626,9.111036102698453,9.185858614633732,9.200125936397674,8.7858224192335,9.292621020294407,9.234897299373891,9.174586497737502,9.053118200029543,9.163685984559486,9.042668913008804,9.191479387380655,9.078819498799763,9.271188779059688,9.24682762254294,9.284362161500074,9.057033411849499,9.101808693296483,9.125833942451775,9.23481649423157,9.144960463765697,9.1387191360062765,9.3152086081531,9.386151523913357,9.344644638818815,9.162511695949759,9.175068393648171,9.065200804330587,FGFR2_F_unique
ACTN1,3254,P12814,892,Alpha-actinin-1,,,"sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens (Human) OX=9606 GN=ACTN1 PE=1 SV=2;sp|P12814-3|ACTN1-3_HUMAN Isoform of P12814, Isoform 3 of Alpha-actinin-1 OS=Homo sapiens (Human) OX=9606 GN=ACTN1 PE=1 SV=2;sp|P12814-2|ACTN1-2_HUMAN Isoform of P1281",41,51.2,,8.49285643020732,8.443255395152457,8.469676504319343,8.584334423074939,8.60746683127821,8.568330652604152,8.28175112503618,8.329742974835792,8.34958040201965,8.667964744685513,8.560858287331353,8.598368364204601,7.702192154726704,7.754245613374476,7.714070662921662,8.32314969500166,8.37452859053883,8.490569368997999,8.615188014119518,8.610886746046068,8.472917216709252,8.537055024440418,8.647136990459991,8.588054421981367,8.572139298125482,8.379387452254228,8.53164709573499,8.679574097420552,8.67379967403842,8.751225798548205,Receptor_profile
ACTN4,2512,O43707,911,Alpha-actinin-4,,,"sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens (Human) OX=9606 GN=ACTN4 PE=1 SV=2;sp|O43707-2|ACTN4-2_HUMAN Isoform of O43707, Isoform ACTN4ISO of Alpha-actinin-4 OS=Homo sapiens (Human) OX=9606 GN=ACTN4 PE=1 SV=2",69,72.6,,9.105744834288874,9.052203993467964,9.138042703694662,9.260907365173825,9.29957708457453,9.24550223308894,9.00120452860219,9.037830025535348,9.079980405907923,9.40142202053622,9.321341648456668,9.360223645791404,8.136868210856957,8.406107056688361,8.045652366780569,9.028788024603575,9.034481347972704,9.047656412953229,9.217647110833724,9.200015851362735,9.162559205941072,9.252922419836157,9.322828019036763,9.222270082840959,9.140686865473823,8.959974536913641,9.154641280642744,9.318397143517073,9.378543169560666,9.371454361612287,Receptor_profile
ACTR10,7923,Q9NZ32,417,Actin-related protein 10,,,"sp|Q9NZ32|ARP10_HUMAN Actin-related protein 10 OS=Homo sapiens (Human) OX=9606 GN=ACTR10 PE=1 SV=1;tr|V9GYX7|V9GYX7_HUMAN Isoform of Q9NZ32, Actin-related protein 10 (Fragment) OS=Homo sapiens (Human) OX=9606 GN=ACTR10 PE=1 SV=1;tr|G3V2Q5|G3V2Q5_HUMAN Isof",9,24.9,,6.915235929120344,6.941958026808351,6.60148993809019,6.897850865946471,7.015090538927446,6.952925823730713,6.64767689660841,6.65034928850266,6.910946953504288,7.017926100323208,6.740213684918426,7.035049053276633,6.593474137468437,6.49494580817315,6.430333511044483,7.100235238442056,7.01021917100547,7.162167065350902,6.541982672692838,6.5931658173931345,6.454293026025875,6.994636328657865,7.112045427280861,7.128109663455112,6.525635835956332,6.5638990480128285,6.466885197653755,7.045751367587349,7.040775309590659,7.045449761425536,RE_Profile
ACTR3,4215,P61158,418,Actin-related protein 3,,,"sp|P61158|ARP3_HUMAN Actin-related protein 3 OS=Homo sapiens (Human) OX=9606 GN=ACTR3 PE=1 SV=3;tr|B4DXW1|B4DXW1_HUMAN Isoform of P61158, Actin-related protein 3 OS=Homo sapiens (Human) OX=9606 GN=ACTR3 PE=1 SV=1",27,69.1,,8.69957015812594,8.70061931130012,8.66569205676595,8.426152209472457,8.546109266354016,8.521465709431787,8.855912270199564,8.6984024993392,8.682787201453298,8.49492126756586,8.318072790189987,8.505098854300325,8.606511777757992,8.63505695567994,8.61641607894686,8.539177192645143,8.514364258545404,8.537501233115197,8.681099038376576,8.748804218650443,8.75517483303715,8.48068054180998,8.501860445776336,8.528274248506454,8.782672650813323,8.82468535947219,8.828361254965674,8.54329928584137,8.559994998014316,8.56538476685923,Receptor_profile
ACTR8,7525,Q9H981,624,Actin-related protein 8,,,"sp|Q9H981|ARP8_HUMAN Actin-related protein 8 OS=Homo sapiens (Human) OX=9606 GN=ACTR8 PE=1 SV=2;sp|Q9H981-2|ARP8-2_HUMAN Isoform of Q9H981, Isoform 2 of Actin-related protein 8 OS=Homo sapiens (Human) OX=9606 GN=ACTR8 PE=1 SV=2;tr|H0Y849|H0Y849_HUMAN Isofo",10,21.2,,6.287019372058351,6.482198817666834,6.244966163600644,6.9276190625076035,6.840510429946605,6.921853217630852,6.564066855993784,6.354799263203224,6.462739176319405,6.959129344708575,6.970579257831088,7.019402752828719,6.6398298249839725,6.5909113369232175,6.45988416199494,6.539987008804845,6.586654550797854,6.699420794563581,6.822953890869742,6.760727929313871,6.839316530986291,6.850328171143225,6.832255637676423,6.897671796263693,7.0550011033567275,7.1027359620707085,7.155696336902604,7.024087885767643,6.85371029571908,6.894604817320251,Receptor_profile
ADA,2981,P00813,363,Adenosine deaminase,,,"sp|P00813|ADA_HUMAN Adenosine deaminase OS=Homo sapiens (Human) OX=9606 GN=ADA PE=1 SV=3;tr|F5GWI4|F5GWI4_HUMAN Isoform of P00813, Adenosine deaminase OS=Homo sapiens (Human) OX=9606 GN=ADA PE=1 SV=1;tr|F5GXW0|F5GXW0_HUMAN Isoform of P00813, A_deaminase do",18,47.9,,8.51974206742105,8.541071756125705,8.474861394947094,7.906854023476676,7.988024299525943,7.976454176027073,8.747624794630296,8.580645623772922,8.566261689257214,7.933658048534135,7.892753333783431,7.964786106513563,8.637187438722803,8.64960001668017,8.663676609068295,8.071816048010046,8.097863881620698,8.114733263009308,8.269343130606394,8.333004740932996,8.360002305537495,7.994194914850811,7.989300089015399,7.996230640084081,8.268380508714484,8.217601267688675,8.208435584385484,7.924231912087003,7.978153740759195,7.8814825070274495,RAB11_unique
ADAM15,4717,Q13444-10,772,Disintegrin and metalloproteinase domain-containing protein 15,,,"sp|Q13444-10|ADA15-10_HUMAN Isoform of Q13444, Isoform 10 of Disintegrin and metalloproteinase domain-containing protein 15 OS=Homo sapiens (Human) OX=9606 GN=ADAM15 PE=1 SV=4;sp|Q13444-9|ADA15-9_HUMAN Isoform of Q13444, Isoform 9 of Disintegrin and metall",7,13,,6.98781218978136,6.997689803095536,6.901772822630753,6.598218106655025,6.840917380911271,6.8155131094876165,6.931440788362785,6.846535606340317,6.867581640286217,6.974829119874888,6.921469627119201,7.01118980129221,6.9147332701159705,6.893933093846117,7.024220650633608,6.875502480321392,6.882469716062784,6.875243833885014,6.90546377741285,6.988447937431571,7.102904433108314,6.915903850148121,7.012244563011005,6.9552442336563525,7.122239580266219,7.113933150108677,7.185587731453376,6.911516066232519,6.980811090439819,6.949872758632425,FGFR2_F_unique
ADAM17,4363,P78536,824,Disintegrin and metalloproteinase domain-containing protein 17,,,"sp|P78536|ADA17_HUMAN Disintegrin and metalloproteinase domain-containing protein 17 OS=Homo sapiens (Human) OX=9606 GN=ADAM17 PE=1 SV=1;sp|P78536-2|ADA17-2_HUMAN Isoform of P78536, Isoform B of Disintegrin and metalloproteinase domain-containing protein 1",16,26.3,,6.488907925039306,6.60039229847856,6.62570327252797,7.345731921123748,7.303449706736379,7.338360171734124,6.33791069990171,6.055127272799481,6.453792039774351,7.301432565447369,7.51684744404482,7.355501718638582,6.763204879930163,6.495453911354185,5.9936809563189914,6.67644034338642,6.585409946322537,6.559342594585847,6.276010863916991,6.651255010397015,6.103451638899159,6.86347485429212,6.868134478991439,6.866147953944527,7.014401232185578,7.082948115658191,7.084594938330775,6.809974664521787,6.718343679154263,6.762760375789976,FGFR2_F_unique
ADD3,8090,Q9UEY8-2,674,Gamma-adducin,,,"sp|Q9UEY8-2|ADDG-2_HUMAN Isoform of Q9UEY8, Isoform 1 of Gamma-adducin OS=Homo sapiens (Human) OX=9606 GN=ADD3 PE=1 SV=1;sp|Q9UEY8|ADDG_HUMAN Gamma-adducin OS=Homo sapiens (Human) OX=9606 GN=ADD3 PE=1 SV=1",20,27.9,,7.165814439834966,7.118438558755256,7.1153809303636555,7.184418109243345,7.111009520478828,7.126674186723987,6.898772427751382,6.888927978258675,6.890480674752677,7.101175464539034,7.171484435181202,7.107286030717908,6.7220557814525,6.62190496199366,6.797692904006571,7.276513564274639,7.330613449118942,7.343649225746815,6.649846648862701,6.751048806205074,6.81144642472118,7.236640163142656,7.1837214127849585,7.189061194937378,6.787845364875527,6.948747790389394,6.897347335505554,7.112310977978175,7.087157773459461,7.108713869513063,FGFR2_F_unique
ADI1,7156,Q9BV57,179,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",,,"sp|Q9BV57|MTND_HUMAN 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase OS=Homo sapiens (Human) OX=9606 GN=ADI1 PE=1 SV=1;tr|A0A0G2JQN5|A0A0G2JQN5_HUMAN Isoform of Q9BV57, 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (Fragment) OS=Homo sapiens (H",11,70.4,,7.679570051433046,7.759042399639537,7.79625756215842,7.781311570578988,7.7666075067644265,7.632852264358932,7.7374711449088505,7.793264763894989,7.765900447836788,7.783857588046335,7.869224566538869,7.754374585081838,7.699966982175376,7.804296889814682,7.683395202461327,7.847625377772101,7.943930079085903,8.0080212539438609,7.407275114643122,7.441727155575147,7.464024170788802,7.868748614405754,7.855986437896923,7.867789762937004,7.4944709250542845,7.460023168974388,7.421893447700061,7.856123332662777,7.920087637582103,7.885173578814638,RAB11_unique
ADK,782,A0A5K1VW54,347,Adenosine kinase,,,"tr|A0A5K1VW54|A0A5K1VW54_HUMAN Isoform of P55263, PfkB domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=ADK PE=1 SV=1;tr|A0A5K1VW94|A0A5K1VW94_HUMAN Isoform of P55263, PfkB domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=ADK PE=1 S",6,13.8,,6.221254161711757,4.668187798408976,6.200263249752931,7.1102644401516075,7.150757025809068,6.940471351567628,4.25788818584652,5.788773605605353,6.4312831128424754,7.014808764485957,6.799246797993673,6.975384553728886,6.008754364706166,5.70253731730625,5.448265522316326,7.097543614477957,6.967321924702048,7.1924403043028295,6.7162668542648385,6.728023901773949,6.763553051481845,7.13350672450553,7.166142186459504,7.155537028520513,6.688567507125154,6.343586845683624,6.704224421026623,7.146220236659576,7.1750917374990415,7.262284073236788,FGFR2_F_unique
ADNP,7392,Q9H2P0,1102,Activity-dependent neuroprotector homeobox protein,,,"sp|Q9H2P0|ADNP_HUMAN Activity-dependent neuroprotector homeobox protein OS=Homo sapiens (Human) OX=9606 GN=ADNP PE=1 SV=1;tr|A0A2R8Y6X0|A0A2R8Y6X0_HUMAN Isoform of Q9H2P0, Activity-dependent neuroprotector homeobox protein OS=Homo sapiens (Human) OX=9606 G",34,42.4,,8.073055861221118,8.079337119477373,8.066734621772323,7.615470923628229,7.638420762954053,7.690489215289988,8.125688531896259,8.09192535877877,8.143892817028544,7.669795301629142,7.614037043164311,7.607930988925178,8.035979103602443,8.02577946916683,7.954059159636147,7.740440869112784,7.5864464887027205,7.665306204294029,7.891185042120333,7.926571244996075,7.895986536680949,7.700181569572379,7.66664852080452,7.679841252304234,7.878412785309617,7.905850440649088,7.896914321967599,7.623413122897442,7.595467441336382,7.608635653511021,RAB11_unique
