"","id","Majority protein IDs","Sequence length","Gene names","Protein names","Reverse","Potential contaminant","Fasta headers","Razor + unique peptides","Unique + razor sequence coverage [%]","Only identified by site","LFQ intensity R2M_GFPA_P_C_A_40_01","LFQ intensity R2M_GFPA_P_C_A_40_02","LFQ intensity R2M_GFPA_P_C_A_40_03","LFQ intensity R2M_GFPA_P_C_T_40_01","LFQ intensity R2M_GFPA_P_C_T_40_02","LFQ intensity R2M_GFPA_P_C_T_40_03","LFQ intensity R2M_GFPA_P_F_A_40_01","LFQ intensity R2M_GFPA_P_F_A_40_02","LFQ intensity R2M_GFPA_P_F_A_40_03","LFQ intensity R2M_GFPA_P_F_T_40_01","LFQ intensity R2M_GFPA_P_F_T_40_02","LFQ intensity R2M_GFPA_P_F_T_40_03","LFQ intensity R2M_R11A_P_F_A_40_01","LFQ intensity R2M_R11A_P_F_A_40_02","LFQ intensity R2M_R11A_P_F_A_40_03","LFQ intensity R2M_R11A_P_F_T_40_01","LFQ intensity R2M_R11A_P_F_T_40_02","LFQ intensity R2M_R11A_P_F_T_40_03","LFQ intensity R2A_R11G_P_C_A_40_01","LFQ intensity R2A_R11G_P_C_A_40_02","LFQ intensity R2A_R11G_P_C_A_40_03","LFQ intensity R2A_R11G_P_C_T_40_01","LFQ intensity R2A_R11G_P_C_T_40_02","LFQ intensity R2A_R11G_P_C_T_40_03","LFQ intensity R2A_R11G_P_F_A_40_01","LFQ intensity R2A_R11G_P_F_A_40_02","LFQ intensity R2A_R11G_P_F_A_40_03","LFQ intensity R2A_R11G_P_F_T_40_01","LFQ intensity R2A_R11G_P_F_T_40_02","LFQ intensity R2A_R11G_P_F_T_40_03"
"30",50,"A0A087WUT6",1220,"EIF5B","Eukaryotic translation initiation factor 5B","","","tr|A0A087WUT6|A0A087WUT6_HUMAN Isoform of O60841, Tr-type G domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=EIF5B PE=1 SV=1;sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens (Human) OX=9606 GN=EIF5B PE=1 SV=4",75,52.8,"",8.16919171368428,8.18360028789721,8.14102685332834,8.6523498358059,8.65382014194963,8.6445933473172,8.07334484441435,8.07500103315855,7.98525566962736,8.69681129555939,8.64217901532496,8.65066244436202,8.05282136514265,8.0600425586755,8.03913639742653,8.59318743877965,8.60486116511445,8.59248072007084,8.43295780547293,8.47585445723288,8.47797442632013,8.53826868200757,8.57216055643711,8.58220198185916,8.23841116252547,8.34544858479952,8.34825539567694,8.59871746352399,8.63550855927819,8.62512639845938
"31",51,"A0A087X0G7",411,"IKBKG","NF-kappa-B essential modulator","","","tr|A0A087X0G7|A0A087X0G7_HUMAN Isoform of Q9Y6K9, CCHC NOA-type domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=IKBKG PE=1 SV=1;tr|A0A087WUW6|A0A087WUW6_HUMAN Isoform of Q9Y6K9, CCHC NOA-type domain-containing protein OS=Homo sapiens (Human) O",7,25.1,"",6.94636968654967,7.0247448197783,6.98724858832487,7.09276343190555,7.07102777268889,6.99826060383002,7.04225758381302,6.89219553665027,6.87074793464284,7.05458261122135,7.01412356364422,7.02356626238635,7.01230549920593,6.94482678825434,6.84255130608663,7.09406922623034,7.08732105393574,7.12485816798002,6.70879701883892,6.71097129153212,6.661578167143,7.18830030877873,7.19066639081078,7.18335164697192,6.74368760926361,6.70511292667401,6.90363507752906,7.13314171701065,7.10758844203515,7.12400861097915
"32",52,"A0A087WUW9",204,"ARL15","ADP-ribosylation factor-like protein 15","","","tr|A0A087WUW9|A0A087WUW9_HUMAN Isoform of Q9NXU5, ADP-ribosylation factor-like protein 15 OS=Homo sapiens (Human) OX=9606 GN=ARL15 PE=1 SV=1;sp|Q9NXU5|ARL15_HUMAN ADP-ribosylation factor-like protein 15 OS=Homo sapiens (Human) OX=9606 GN=ARL15 PE=1 SV=1;tr",2,10.3,"",NA,6.19731238674831,6.22626067592668,6.29587860916766,6.2784309692794,6.26095855429915,NA,6.21365698845523,NA,6.29109341251525,6.25391344021194,6.19402906777666,NA,6.28274545023428,6.23270595421755,6.33018975730026,6.26507596135941,NA,NA,NA,NA,6.24465146956641,NA,6.23211071583893,NA,NA,NA,6.25152425283972,6.26224480233739,6.30069219830429
"33",53,"A0A087WV05",110,"MYCBP","C-Myc-binding protein","","","tr|A0A087WV05|A0A087WV05_HUMAN ENSG00000274944 readthrough, Uncharacterized protein OS=Homo sapiens (Human) OX=9606 GN=ENSG00000274944 PE=4 SV=1;sp|Q99417|MYCBP_HUMAN c-Myc-binding protein OS=Homo sapiens (Human) OX=9606 GN=MYCBP PE=1 SV=3",5,58.2,"",NA,NA,NA,6.92070552943554,6.89939105791449,6.77861754467669,NA,NA,NA,6.64640917048236,6.83410434655535,6.75535701372587,NA,NA,NA,7.14062321874201,7.26008906153373,7.34305642999327,NA,6.08296412226409,NA,6.77990125511223,6.88194855050469,6.6851076307956,NA,NA,NA,6.90636589378028,6.76337999135829,6.79623335958329
"34",56,"A0A087WV46",82,"LAMTOR4","Ragulator complex protein LAMTOR4","","","tr|A0A087WV46|A0A087WV46_HUMAN Isoform of Q0VGL1, Ragulator complex protein LAMTOR4 OS=Homo sapiens (Human) OX=9606 GN=LAMTOR4 PE=1 SV=1;tr|C9JXA7|C9JXA7_HUMAN Isoform of Q0VGL1, Ragulator complex protein LAMTOR4 OS=Homo sapiens (Human) OX=9606 GN=LAMTOR4",3,22,"",NA,NA,NA,7.27618758833976,7.16183581908085,7.15828386186352,NA,NA,6.84630903221394,7.2482177733576,7.26627172488253,7.32949415119283,NA,NA,NA,NA,7.22010260145952,7.29991766944488,NA,NA,NA,7.25909479485618,7.26905853295369,7.32621943705481,NA,NA,NA,7.33352326592763,NA,7.16726895727651
"35",57,"A0A087WV97",424,"SMAP2","Stromal membrane-associated protein 2","","","tr|A0A087WV97|A0A087WV97_HUMAN Isoform of Q8WU79, Arf-GAP domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=SMAP2 PE=1 SV=1;sp|Q8WU79-3|SMAP2-3_HUMAN Isoform of Q8WU79, Isoform 3 of Stromal membrane-associated protein 2 OS=Homo sapiens (Human) O",9,22.4,"",7.24479087255665,7.36901631288117,7.26695024113863,NA,NA,NA,7.03822733291544,7.34390160877792,7.3286640080606,NA,NA,NA,7.32461033266816,7.44043808899948,7.31477168450659,NA,NA,NA,7.14197170078356,7.20179015734047,7.2839448066569,NA,NA,NA,6.97739177663476,7.01780896245641,7.01007219174097,NA,NA,NA
"36",59,"A0A087WVA8",1127,"TEX2","Testis-expressed sequence 2 protein","","","tr|A0A087WVA8|A0A087WVA8_HUMAN Isoform of Q8IWB9, SMP-LTD domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=TEX2 PE=1 SV=1;sp|Q8IWB9|TEX2_HUMAN Testis-expressed protein 2 OS=Homo sapiens (Human) OX=9606 GN=TEX2 PE=1 SV=2;sp|Q8IWB9-2|TEX2-2_HUMAN",13,16.4,"",6.79357812874509,6.69579691703993,6.71352629376005,7.01445634099264,7.00869477280079,7.01558156998954,NA,NA,6.79926043588032,6.90813535603868,7.03435141366085,7.07449573356234,6.64652627331438,6.64925386714984,6.71858894796619,6.9126882052115,6.97249857642096,7.07295940539968,7.11360022918625,7.12857299825175,7.11632681144766,6.94659054076996,6.92101097101458,7.06117030654248,NA,6.65820772580443,6.68151291055227,7.10864505631996,7.10079515752928,7.01773176166248
"37",61,"A0A087WVF7",1680,"ITSN2","Intersectin-2","","","tr|A0A087WVF7|A0A087WVF7_HUMAN Isoform of Q9NZM3, Intersectin-2 OS=Homo sapiens (Human) OX=9606 GN=ITSN2 PE=1 SV=1;sp|Q9NZM3-2|ITSN2-2_HUMAN Isoform of Q9NZM3, Isoform 2 of Intersectin-2 OS=Homo sapiens (Human) OX=9606 GN=ITSN2 PE=1 SV=3;sp|Q9NZM3|ITSN2_HU",22,17,"",7.22152386347597,7.22691420850923,7.25768808441799,7.05927167177789,7.05587309803357,7.01383513224104,7.17356513054099,7.24377661962316,7.22607200992389,7.13103895539256,7.06821075587708,7.112779167257,7.27693329967511,7.22453083312514,7.19886842753025,6.92006355822812,6.89002051279082,6.83392611786832,7.02981962124495,7.03713251208309,6.99323847661754,6.83634190911939,6.99189514469611,6.96804254182157,6.92968311413263,6.92571598456247,6.93561462102865,6.9304465442077,6.88896423828671,6.90503736999078
"38",62,"B3KPU0",146,"PDLIM2","PDZ and LIM domain protein 2","","","tr|B3KPU0|B3KPU0_HUMAN Isoform of Q96JY6, LIM zinc-binding domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=PDLIM2 PE=1 SV=1;tr|A0A087WVI1|A0A087WVI1_HUMAN Isoform of Q96JY6, PDZ and LIM domain protein 2 OS=Homo sapiens (Human) OX=9606 GN=PDLIM",5,42.5,"",NA,NA,6.80111326999469,7.23197905389323,7.04108767355786,7.14932335220393,6.51063246608426,6.63280341318336,NA,7.25186621570223,7.25610961314968,7.08783574614215,NA,NA,NA,7.17655052678727,7.22771399380162,7.31578239778856,6.68647366673142,6.85753525106915,6.76568516516129,7.16879039273241,7.23089039150277,7.18418405337018,6.65807423921746,6.57001073181064,6.38357435937252,7.07911681116622,7.13732054010102,7.04968530094367
"39",63,"A0A087WVJ0",228,"MUC1","Mucin-1","","","tr|A0A087WVJ0|A0A087WVJ0_HUMAN Isoform of P15941, SEA domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=MUC1 PE=1 SV=1;tr|A0A0A0MSH4|A0A0A0MSH4_HUMAN Isoform of P15941, SEA domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=",4,18,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.59336461668925,6.49435386319676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",65,"A0A087WVP1",4590,"FAT1","Protocadherin Fat 1","","","tr|A0A087WVP1|A0A087WVP1_HUMAN Isoform of Q14517, Protocadherin Fat 1 OS=Homo sapiens (Human) OX=9606 GN=FAT1 PE=1 SV=1;sp|Q14517|FAT1_HUMAN Protocadherin Fat 1 OS=Homo sapiens (Human) OX=9606 GN=FAT1 PE=1 SV=2",47,14,"",7.54112044029412,7.59374712379435,7.62440964837323,7.49203233569155,7.41535832441768,7.47033029304192,7.11060179788857,7.08907477045803,7.06413197531545,7.40805549872388,7.29662645444452,7.84513035899763,6.99181481118073,7.27779512546025,7.35175103931676,7.72691260220321,7.67732793189865,7.64055349132993,6.52928841230992,6.87204118456671,6.89104568227575,7.75241545477094,7.69610421056343,7.6563262698612,7.7824240060811,7.79221999011392,7.78666684547179,7.80515587805689,7.87842742311873,7.88250095161839
"41",66,"A0A087WVQ6",1679,"CLTC","Clathrin heavy chain","","","tr|A0A087WVQ6|A0A087WVQ6_HUMAN Isoform of Q00610, Clathrin heavy chain OS=Homo sapiens (Human) OX=9606 GN=CLTC PE=1 SV=1;sp|Q00610-2|CLH1-2_HUMAN Isoform of Q00610, Isoform 2 of Clathrin heavy chain 1 OS=Homo sapiens (Human) OX=9606 GN=CLTC PE=1 SV=5;sp|Q0",114,69.4,"",9.7759793846749,9.74765128291322,9.75902589418022,9.67998309506272,9.75523974933317,9.78540303465959,9.71353391589102,9.71367357852076,9.69596524367892,9.7989393948902,9.74623746307725,9.68498692408562,9.59276221549753,9.64095669227539,9.67771893723472,9.70950447353839,9.7267671851105,9.70344286478108,9.67988045836661,9.67389747470947,9.69668318267252,9.75286587861968,9.80098424642853,9.76709674918421,9.68674503759403,9.75839724289052,9.76559433848736,9.80106566614652,9.84624317132155,9.7549709310095
"42",68,"A0A087WVS8",234,"MOB2","MOB kinase activator 2","","","tr|A0A087WVS8|A0A087WVS8_HUMAN Isoform of Q70IA6, MOB kinase activator 2 OS=Homo sapiens (Human) OX=9606 GN=MOB2 PE=1 SV=2;sp|Q70IA6-2|MOB2-2_HUMAN Isoform of Q70IA6, Isoform 2 of MOB kinase activator 2 OS=Homo sapiens (Human) OX=9606 GN=MOB2 PE=1 SV=1;sp|",2,7.7,"",NA,6.26301912167968,NA,6.73344730627949,6.63954590983,6.54110619207562,NA,NA,NA,6.55682690731184,6.66537987024432,6.63525580773337,6.53305612861917,NA,6.54484628791351,6.48909528374522,NA,6.42627894418441,NA,NA,NA,NA,NA,6.16812300571505,6.38181873787142,NA,NA,6.05586180988525,NA,NA
"43",69,"A0A087WVV7",928,"SRCIN1","SRC kinase signaling inhibitor 1","","","tr|A0A087WVV7|A0A087WVV7_HUMAN Isoform of Q9C0H9, SRC kinase-signaling inhibitor 1 OS=Homo sapiens (Human) OX=9606 GN=SRCIN1 PE=1 SV=1;tr|A0A590UJ70|A0A590UJ70_HUMAN Isoform of Q9C0H9, AIP3 domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=SRCIN",5,8.3,"",6.40430409482941,NA,NA,NA,6.38360029262444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46775522075766,NA,6.57751046088875,NA,NA,NA,NA,6.42156089302028,NA,NA,NA,NA,NA,NA,NA
"44",72,"H7C4X9",1095,"ZMYND8","Protein kinase C-binding protein 1","","","tr|H7C4X9|H7C4X9_HUMAN Isoform of Q9ULU4, Protein kinase C-binding protein 1 (Fragment) OS=Homo sapiens (Human) OX=9606 GN=ZMYND8 PE=1 SV=2;tr|A0A087WVZ6|A0A087WVZ6_HUMAN Isoform of Q9ULU4, Protein kinase C-binding protein 1 OS=Homo sapiens (Human) OX=9606",24,29,"",6.24534228035511,6.1024211420001,NA,6.91679250994259,6.83892083863484,6.89630965379296,NA,6.07500455166224,NA,6.98889467675057,6.8769331628375,6.82995491345482,NA,NA,NA,7.11836169958276,7.03945926125667,7.0475070132785,NA,NA,NA,6.7428348662474,6.69863240105125,6.75070959056037,NA,6.53707428560081,6.16168873261862,6.6540571812155,6.52775626776054,6.58232492061466
"45",73,"A0A087WW40",394,"SH3GLB1","Endophilin-B1","","","tr|A0A087WW40|A0A087WW40_HUMAN Isoform of Q9Y371, Endophilin-B1 OS=Homo sapiens (Human) OX=9606 GN=SH3GLB1 PE=1 SV=1;sp|Q9Y371|SHLB1_HUMAN Endophilin-B1 OS=Homo sapiens (Human) OX=9606 GN=SH3GLB1 PE=1 SV=1;sp|Q9Y371-2|SHLB1-2_HUMAN Isoform of Q9Y371, Isofo",10,28.4,"",7.03778110030061,6.94657383441293,7.05239950002272,7.83300859558981,7.46500783858425,7.48187554214004,6.68737858494359,6.90725351795437,6.89005870682356,7.50395284768736,7.74840280899981,7.5510471665895,6.80132926711405,6.88926852577737,6.79542466552047,7.31683250430625,7.37197293514529,7.29687244124237,7.29427976910666,7.0432487095438,7.25055348764839,7.49166302535466,7.39647534282691,7.43013678417051,6.9905754118347,7.04602841368132,6.9366533899564,7.42242139804153,7.41646176698295,7.42851325120321
"46",74,"A0A087WW58",396,"EPT1","Ethanolaminephosphotransferase 1","","","tr|A0A087WW58|A0A087WW58_HUMAN Isoform of Q9C0D9, Ethanolaminephosphotransferase 1 OS=Homo sapiens (Human) OX=9606 GN=SELENOI PE=1 SV=1;sp|Q9C0D9|EPT1_HUMAN Ethanolaminephosphotransferase 1 OS=Homo sapiens (Human) OX=9606 GN=SELENOI PE=1 SV=3;tr|C9JAG1|C9J",4,13.9,"",7.64371485655439,7.47944495127627,7.70646967713429,7.14557829464629,6.91196163014522,6.78885431529044,7.11997501557509,NA,7.23262624171184,7.19996621406936,7.25702789658769,NA,NA,7.17586706678282,7.15279159453147,7.0770604138074,7.13549476831976,6.97947753746577,7.37291262440776,6.88823697534735,7.49711923964146,6.77071332711328,6.72477196983693,6.66918267601015,7.30069080050988,NA,7.5917376055757,6.93233290048867,6.85879388557993,NA
"47",75,"A0A087WW77",1056,"LLGL1","Lethal(2) giant larvae protein homolog 1","","","tr|A0A087WW77|A0A087WW77_HUMAN Isoform of Q15334, LLGL domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=LLGL1 PE=1 SV=1;sp|Q15334|L2GL1_HUMAN Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens (Human) OX=9606 GN=LLGL1 PE=1 SV=3",20,26.8,"",7.38855109897707,7.43106059927001,7.38681699264651,7.45888817571525,7.51512507315172,7.54687990504832,7.50863394837341,7.44842942383442,7.46395413222949,7.24403328559619,7.23411751926958,7.44328078340629,7.34957147134282,7.07403292563074,7.17025658047148,7.03231120541829,7.08399104101553,7.13619521174137,7.2622671417262,7.28996868591679,7.23647359242861,7.2625251507438,7.22055847451102,7.21738296995776,7.31490256133356,7.36471853743307,7.30931836636054,7.16683860991722,7.02057210294179,7.13905723007819
"48",76,"A0A087WWF1",144,"SELM","Selenoprotein M","","","tr|A0A087WWF1|A0A087WWF1_HUMAN Isoform of Q8WWX9, Sep15_SelM domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=SELENOM PE=1 SV=1;sp|Q8WWX9|SELM_HUMAN Selenoprotein M OS=Homo sapiens (Human) OX=9606 GN=SELENOM PE=1 SV=3",2,20.8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.40286617331604,6.57590536863668,6.36429680601482,NA,NA,6.43461289046905,6.36873588915317,NA
"49",79,"A0A087WWK8",1114,"IQSEC1","IQ motif and SEC7 domain-containing protein 1","","","tr|A0A087WWK8|A0A087WWK8_HUMAN Isoform of Q6DN90, SEC7 domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=IQSEC1 PE=1 SV=1;tr|A0A3B3IRZ4|A0A3B3IRZ4_HUMAN Isoform of Q6DN90, SEC7 domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=IQSEC1",12,9.9,"",7.13042333985554,7.11143347746511,7.18560028822078,7.07779999432569,7.03519283002685,7.1001810886987,7.15339663627177,NA,NA,6.96810547897208,6.9245473342962,7.1026638178056,7.02071315235897,6.98358919110533,7.00220409103707,6.7598083831974,6.70058724932255,6.67215671190774,7.09202569710048,7.13329023731341,6.93644647445312,6.9280950943691,7.16813322826047,7.11376656497503,NA,7.1390122078885,7.09524558811867,6.98997184404749,7.01368054541422,7.01500888224722
"50",80,"H0YMB3",315,"GMPR2","GMP reductase","","","tr|H0YMB3|H0YMB3_HUMAN Isoform of Q9P2T1, GMP reductase OS=Homo sapiens (Human) OX=9606 GN=GMPR2 PE=1 SV=1;tr|H0YLV5|H0YLV5_HUMAN Isoform of Q9P2T1, GMP reductase OS=Homo sapiens (Human) OX=9606 GN=GMPR2 PE=1 SV=1;tr|A0A087WWM4|A0A087WWM4_HUMAN Isoform of",9,26.3,"",6.52024636933245,6.39563207603605,6.477827530957,6.73265577613283,7.00017770115723,7.00861289546075,NA,6.42000830902732,6.27213221368231,6.94380337789834,6.66500527546574,7.03907891820897,NA,NA,6.58286805079804,7.12216166143129,7.13373701571461,7.18612062912208,6.27981125304048,NA,6.72492666550007,6.97764678971125,7.00865694997199,6.88336320334238,6.46865581526709,6.28802021575176,6.66829356722301,6.9135457494138,7.03922614249906,6.84376653929818
"51",81,"A0A494C001",896,"RBM15","Putative RNA-binding protein 15","","","tr|A0A494C001|A0A494C001_HUMAN Isoform of Q96T37, RNA-binding protein 15 OS=Homo sapiens (Human) OX=9606 GN=RBM15 PE=1 SV=2;tr|A0A499FJY3|A0A499FJY3_HUMAN Isoform of Q96T37, RNA-binding protein 15 OS=Homo sapiens (Human) OX=9606 GN=RBM15 PE=4 SV=1;tr|A0A08",41,46.3,"",8.10811372617441,8.08522568333479,8.0390911123041,7.86424410628241,7.86470171617262,7.9897830419491,8.35585477167334,8.31085867906196,8.23657581058396,7.69723945270515,7.68546563594309,7.71896570295741,8.10870046984474,8.07164420557628,8.10924578512564,7.80688349242219,7.86905924861814,7.86650505997501,8.05452089969421,8.07183220440781,8.06287911477356,7.84489828506964,7.60779158057898,7.76322917469179,8.13098013653013,8.08320005049544,8.05159271106237,7.72052420900215,7.66746104510355,7.68307733842396
"52",82,"A0A0C4DGT8",685,"RSBN1","Round spermatid basic protein 1","","","tr|A0A0C4DGT8|A0A0C4DGT8_HUMAN Isoform of Q5VWQ0, Lysine-specific demethylase 9 OS=Homo sapiens (Human) OX=9606 GN=RSBN1 PE=1 SV=1;tr|A0A087WWP8|A0A087WWP8_HUMAN Isoform of Q5VWQ0, Lysine-specific demethylase 9 OS=Homo sapiens (Human) OX=9606 GN=RSBN1 PE=1",5,11.2,"",NA,NA,NA,6.31802214063274,6.3436992997248,6.34789875292151,NA,NA,NA,6.04050349891463,5.96726208602616,6.19520740904508,NA,5.90003378010653,NA,6.08079463713757,6.19440809392177,6.28385968229284,NA,NA,NA,6.07235540921535,6.05053967526474,6.09705124652927,NA,NA,NA,6.05051655401997,6.14046595237553,6.1993545244491
"53",83,"A0A087WWS1",657,"THOC1","THO complex subunit 1","","","tr|A0A087WWS1|A0A087WWS1_HUMAN Isoform of Q96FV9, Death domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=THOC1 PE=1 SV=1;sp|Q96FV9|THOC1_HUMAN THO complex subunit 1 OS=Homo sapiens (Human) OX=9606 GN=THOC1 PE=1 SV=1",32,53.1,"",7.39545980088915,7.35481169223063,7.31351146420979,7.91160455370054,7.9526127065433,7.95808409658985,7.16594756998278,6.89011283285124,6.65595757539412,8.00636019509882,7.92476607173068,8.00761535574747,7.40148772142093,7.43205193979226,7.41184830168911,7.95071778231424,7.93220149282324,7.94315000409562,7.37160411059492,7.36814994742421,7.23860580196288,7.85808962788368,7.87910994356729,7.85939117286001,7.41403632550506,7.55016685504431,7.50130875502063,7.81820871448395,7.82810893505779,7.88715617547288
"54",84,"A0A087WWU1",400,"TMEM237","Transmembrane protein 237","","","tr|A0A087WWU1|A0A087WWU1_HUMAN Isoform of Q96Q45, Transmembrane protein 237 OS=Homo sapiens (Human) OX=9606 GN=TMEM237 PE=1 SV=1;sp|Q96Q45-2|TM237-2_HUMAN Isoform of Q96Q45, Isoform 2 of Transmembrane protein 237 OS=Homo sapiens (Human) OX=9606 GN=TMEM237",2,9,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8375774923509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",85,"A0A087WWW8",2170,"CABIN1","Calcineurin-binding protein cabin-1","","","tr|A0A087WWW8|A0A087WWW8_HUMAN Isoform of Q9Y6J0, Calcineurin-binding protein cabin-1 OS=Homo sapiens (Human) OX=9606 GN=CABIN1 PE=1 SV=1;sp|Q9Y6J0-2|CABIN-2_HUMAN Isoform of Q9Y6J0, Isoform 2 of Calcineurin-binding protein cabin-1 OS=Homo sapiens (Human)",7,5.1,"",NA,NA,6.19677406137472,6.25036590057276,6.30769072213266,6.34854759779881,NA,NA,NA,6.08205883732785,NA,6.22974640453299,NA,NA,NA,6.22892029170838,6.21961170701383,6.30386687315664,NA,NA,NA,6.42104206108558,6.41141062315503,6.46068839142273,6.31497866056737,NA,NA,6.32620251915213,6.29934816976275,6.40008566814477
"56",86,"A0A087WWW9",222,"BCL10","B-cell lymphoma/leukemia 10","","","tr|A0A087WWW9|A0A087WWW9_HUMAN Isoform of O95999, CARD domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=BCL10 PE=1 SV=2;sp|O95999|BCL10_HUMAN B-cell lymphoma/leukemia 10 OS=Homo sapiens (Human) OX=9606 GN=BCL10 PE=1 SV=1",7,32,"",6.58171875654536,6.79349738505252,6.66415989316517,7.06724976403065,6.98756346398919,7.03616490115433,6.5576152534577,6.52440453353061,6.65950106496631,7.00064180664667,7.1671602536241,7.07413198386652,6.59622093222258,6.62441893732512,6.52439673446665,7.09798970837299,7.01247147477589,7.06127736553344,6.43445075264653,6.51839422067734,6.53130403130392,6.8500349110626,6.86082061264685,6.47736711333774,6.42266562757159,6.5918223265751,6.5399496813528,6.86592536808058,6.87330596549125,6.85486555791686
"57",88,"A0A087WX92",522,"SLC16A6","Monocarboxylate transporter 7","","","tr|A0A087WX92|A0A087WX92_HUMAN Isoform of O15403, MFS domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=SLC16A6 PE=1 SV=1;sp|O15403|MOT7_HUMAN Monocarboxylate transporter 7 OS=Homo sapiens (Human) OX=9606 GN=SLC16A6 PE=1 SV=2",7,14.9,"",NA,NA,6.49255044112087,6.77801807820826,6.71372590448146,6.73823422016842,6.59591182847654,NA,NA,6.82720643323194,6.71794194732485,6.86627225142212,NA,NA,6.55066489679559,6.65867680640232,6.76927360801983,6.75496052687796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",89,"A0A087WXC5",355,"NDUFA10","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial","","","tr|A0A087WXC5|A0A087WXC5_HUMAN Isoform of O95299, NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=NDUFA10 PE=1 SV=1;tr|E7ESZ7|E7ESZ7_HUMAN Isoform of O95299, NADH dehydrogenase [ubiquinone] 1",16,46.5,"",8.42894097098031,8.44950352188969,8.42458147522027,7.79561903478629,8.0757438319026,8.04439345260455,8.4884796152764,8.52829997510701,8.5348586118506,7.95561195630621,7.88580421699587,8.00348679409862,8.47518381460905,8.49327076861806,8.44568912326833,8.02777539518104,7.98508106980482,7.99759217723919,7.98674053606335,8.07252980329256,8.06035794076367,7.93757227437259,7.93357245794161,7.90386801706244,8.12096366701206,8.03482086166261,8.06294227851853,7.85939089238293,7.8683701713255,7.89651589088045
"60",91,"A0A087WYV3",179,"ZCCHC17","Nucleolar protein of 40 kDa","","","tr|A0A087WYV3|A0A087WYV3_HUMAN Isoform of Q9NP64, CCHC-type domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=ZCCHC17 PE=1 SV=1;tr|A0A0D9SEW3|A0A0D9SEW3_HUMAN Isoform of Q9NP64, S1 motif domain-containing protein OS=Homo sapiens (Human) OX=9606",2,16.2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79655985735271,NA,NA,NA,NA,NA,6.34317550155213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.83172740179198
"61",94,"A0A087WXK8",615,"FAM83D","Protein FAM83D","","","tr|A0A087WXK8|A0A087WXK8_HUMAN Isoform of Q9H4H8, FAM83 domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=FAM83D PE=1 SV=1;sp|Q9H4H8-2|FA83D-2_HUMAN Isoform of Q9H4H8, Isoform 2 of Protein FAM83D OS=Homo sapiens (Human) OX=9606 GN=FAM83D PE=1 SV",8,11.7,"",6.93259320333302,7.0005060442224,7.01107671958346,6.85171200472033,6.82169852838273,6.89960640976472,6.85476088042472,6.57764788997099,6.89928969706839,6.91487294170413,6.89907489132298,6.97885400678853,6.65746868244363,6.65647376622236,6.66904130359574,6.90290840079515,6.82891342040877,6.90886972730245,6.96677159035491,6.93796235218169,6.98337934596187,7.00538191189045,7.06491542236685,7.02948658338043,7.21723089042748,7.24560085552224,7.2691729686147,7.20427506119053,7.17468846153846,7.13696029222574
